policy,office_days,remote_days,replication,seed,flexibility,collaboration,functional_form,simulation_days,n_employees,initial_engagement,final_engagement,relative_improvement,k,gamma
P2,4,1,4,45,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6996012316642303,39.920246332846055,1.0,0.5
P2,4,1,5,46,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.699059887342665,39.811977468533,1.0,0.5
P2,4,1,6,47,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7003813709363643,40.076274187272865,1.0,0.5
P2,4,1,7,48,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6977083398829188,39.54166797658376,1.0,0.5
P2,4,1,8,49,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7006287513614426,40.12575027228853,1.0,0.5
P2,4,1,9,50,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6967215575252479,39.344311505049575,1.0,0.5
P2,4,1,10,51,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7002804132741647,40.056082654832935,1.0,0.5
P2,4,1,11,52,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7016201015962282,40.32402031924565,1.0,0.5
P2,4,1,12,53,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6995991452301102,39.919829046022045,1.0,0.5
P2,4,1,13,54,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6997817695611483,39.95635391222967,1.0,0.5
P2,4,1,14,55,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.700167000715901,40.033400143180195,1.0,0.5
P2,4,1,15,56,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7015525947394549,40.31051894789097,1.0,0.5
P2,4,1,16,57,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6959885544752441,39.19771089504882,1.0,0.5
P2,4,1,17,58,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.702426799981203,40.48535999624061,1.0,0.5
P2,4,1,18,59,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6982922217346013,39.65844434692025,1.0,0.5
P2,4,1,19,60,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6982217821786898,39.64435643573796,1.0,0.5
P2,4,1,20,61,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6944370878530676,38.887417570613515,1.0,0.5
P2,4,1,21,62,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7022804441800752,40.456088836015034,1.0,0.5
P2,4,1,22,63,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.695252804695416,39.05056093908319,1.0,0.5
P2,4,1,23,64,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6965383612853391,39.307672257067814,1.0,0.5
P2,4,1,24,65,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7037053296834623,40.741065936692465,1.0,0.5
P2,4,1,25,66,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6975145828475743,39.50291656951486,1.0,0.5
P2,4,1,26,67,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7015869209028025,40.3173841805605,1.0,0.5
P2,4,1,27,68,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7055274298544494,41.10548597088987,1.0,0.5
P2,4,1,28,69,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.7049296575916998,40.98593151833996,1.0,0.5
P2,4,1,29,70,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6994672083381305,39.89344166762609,1.0,0.5
P2,4,1,30,71,0.42941098104190173,0.9155417527999328,nonlinear,365,100,0.5,0.6978333899472632,39.566677989452636,1.0,0.5
P3,3,2,1,42,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6951184648630989,39.023692972619784,1.0,0.5
P3,3,2,2,43,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6963381838110075,39.267636762201505,1.0,0.5
P3,3,2,3,44,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6966230505399519,39.324610107990374,1.0,0.5
P3,3,2,4,45,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6980334743669828,39.60669487339656,1.0,0.5
P3,3,2,5,46,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6978295700541955,39.56591401083911,1.0,0.5
P3,3,2,6,47,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6991105629957426,39.82211259914852,1.0,0.5
P3,3,2,7,48,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6961501364730633,39.23002729461267,1.0,0.5
P3,3,2,8,49,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6985890440940336,39.71780881880671,1.0,0.5
P3,3,2,9,50,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6945448396960119,38.90896793920238,1.0,0.5
P3,3,2,10,51,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6988068328281353,39.76136656562706,1.0,0.5
P3,3,2,11,52,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7001077255949014,40.021545118980285,1.0,0.5
P3,3,2,12,53,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6985579928911296,39.711598578225924,1.0,0.5
P3,3,2,13,54,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6984485492602235,39.6897098520447,1.0,0.5
P3,3,2,14,55,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6986079264220715,39.721585284414296,1.0,0.5
P3,3,2,15,56,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6995867112529117,39.917342250582344,1.0,0.5
P3,3,2,16,57,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6950607459554451,39.012149191089016,1.0,0.5
P3,3,2,17,58,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7000699705802896,40.01399411605793,1.0,0.5
P3,3,2,18,59,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6973195408942933,39.46390817885865,1.0,0.5
P3,3,2,19,60,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6965879021739639,39.31758043479279,1.0,0.5
P3,3,2,20,61,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6934138500694831,38.682770013896615,1.0,0.5
P3,3,2,21,62,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7020848115222327,40.416962304446535,1.0,0.5
P3,3,2,22,63,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6944358381030726,38.88716762061453,1.0,0.5
P3,3,2,23,64,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6941241058042406,38.82482116084811,1.0,0.5
P3,3,2,24,65,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7017189021450148,40.34378042900295,1.0,0.5
P3,3,2,25,66,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6971909839364596,39.43819678729192,1.0,0.5
P3,3,2,26,67,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7002850555997006,40.057011119940114,1.0,0.5
P3,3,2,27,68,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.703835112642543,40.76702252850859,1.0,0.5
P3,3,2,28,69,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.7030420741887983,40.60841483775965,1.0,0.5
P3,3,2,29,70,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6990975891128988,39.819517822579755,1.0,0.5
P3,3,2,30,71,0.6172368063146965,0.8196773353931868,nonlinear,365,100,0.5,0.6955911970373307,39.11823940746615,1.0,0.5
P4,2,3,1,42,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6860700624526722,37.214012490534444,1.0,0.5
P4,2,3,2,43,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6864112820897151,37.282256417943024,1.0,0.5
P4,2,3,3,44,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6874525171268252,37.49050342536504,1.0,0.5
P4,2,3,4,45,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6883555088239458,37.671101764789164,1.0,0.5
P4,2,3,5,46,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6886366094294359,37.727321885887186,1.0,0.5
P4,2,3,6,47,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6897614122670153,37.95228245340305,1.0,0.5
P4,2,3,7,48,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6865643427619464,37.31286855238929,1.0,0.5
P4,2,3,8,49,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6885964018175527,37.719280363510535,1.0,0.5
P4,2,3,9,50,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6844143258715121,36.88286517430242,1.0,0.5
P4,2,3,10,51,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6890694800093939,37.81389600187879,1.0,0.5
P4,2,3,11,52,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6905132653608927,38.10265307217855,1.0,0.5
P4,2,3,12,53,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6894465387640878,37.88930775281756,1.0,0.5
P4,2,3,13,54,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6890606645405887,37.81213290811773,1.0,0.5
P4,2,3,14,55,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6889577401149087,37.79154802298174,1.0,0.5
P4,2,3,15,56,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6896280176279111,37.92560352558223,1.0,0.5
P4,2,3,16,57,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6860911765866728,37.21823531733457,1.0,0.5
P4,2,3,17,58,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6897290474390032,37.945809487800645,1.0,0.5
P4,2,3,18,59,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6882650174450725,37.6530034890145,1.0,0.5
P4,2,3,19,60,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6869689904112845,37.39379808225689,1.0,0.5
P4,2,3,20,61,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.684339419767156,36.86788395343119,1.0,0.5
P4,2,3,21,62,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6938058743015363,38.76117486030726,1.0,0.5
P4,2,3,22,63,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.685571841263337,37.114368252667404,1.0,0.5
P4,2,3,23,64,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6837258295358397,36.745165907167944,1.0,0.5
P4,2,3,24,65,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6916007268568258,38.320145371365165,1.0,0.5
P4,2,3,25,66,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.688714684517175,37.742936903434995,1.0,0.5
P4,2,3,26,67,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6909465914922038,38.18931829844077,1.0,0.5
P4,2,3,27,68,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6940359232746434,38.807184654928676,1.0,0.5
P4,2,3,28,69,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6931661080984496,38.63322161968992,1.0,0.5
P4,2,3,29,70,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.69061250623666,38.12250124733201,1.0,0.5
P4,2,3,30,71,0.7710155856877852,0.7059644256269408,nonlinear,365,100,0.5,0.6853780326571687,37.075606531433735,1.0,0.5
P5,1,4,1,42,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6662602113851496,33.252042277029915,1.0,0.5
P5,1,4,2,43,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6655342508959967,33.10685017919934,1.0,0.5
P5,1,4,3,44,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.667541120642183,33.508224128436595,1.0,0.5
P5,1,4,4,45,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6677346776126238,33.54693552252477,1.0,0.5
P5,1,4,5,46,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.66873017813223,33.746035626446,1.0,0.5
P5,1,4,6,47,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6695547299749867,33.910945994997334,1.0,0.5
P5,1,4,7,48,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6661386770491246,33.22773540982491,1.0,0.5
P5,1,4,8,49,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6677836944422276,33.55673888844552,1.0,0.5
P5,1,4,9,50,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6634378281085483,32.687565621709666,1.0,0.5
P5,1,4,10,51,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6682205366420368,33.64410732840737,1.0,0.5
P5,1,4,11,52,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6700255199214443,34.005103984288866,1.0,0.5
P5,1,4,12,53,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6695154850870777,33.90309701741554,1.0,0.5
P5,1,4,13,54,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6688292069750067,33.76584139500134,1.0,0.5
P5,1,4,14,55,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6683912127223519,33.67824254447038,1.0,0.5
P5,1,4,15,56,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6688135646869856,33.76271293739712,1.0,0.5
P5,1,4,16,57,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6663544097605332,33.270881952106635,1.0,0.5
P5,1,4,17,58,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6684843002001117,33.696860040022344,1.0,0.5
P5,1,4,18,59,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6683962824242606,33.679256484852125,1.0,0.5
P5,1,4,19,60,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6665532712703193,33.310654254063856,1.0,0.5
P5,1,4,20,61,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6644690156179409,32.893803123588185,1.0,0.5
P5,1,4,21,62,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6748344277477846,34.96688554955691,1.0,0.5
P5,1,4,22,63,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6659529181242938,33.19058362485876,1.0,0.5
P5,1,4,23,64,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6624060435760218,32.48120871520437,1.0,0.5
P5,1,4,24,65,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6704482715960443,34.08965431920885,1.0,0.5
P5,1,4,25,66,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6694306346547323,33.88612693094646,1.0,0.5
P5,1,4,26,67,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6708028677796306,34.16057355592612,1.0,0.5
P5,1,4,27,68,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6732856927757491,34.65713855514983,1.0,0.5
P5,1,4,28,69,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6724561726789631,34.491234535792614,1.0,0.5
P5,1,4,29,70,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6713660277881347,34.27320555762694,1.0,0.5
P5,1,4,30,71,0.8969190015313269,0.5577708763999663,nonlinear,365,100,0.5,0.6642872621012069,32.85745242024139,1.0,0.5
P6,0,5,1,42,1.0,0.2,nonlinear,365,100,0.5,0.5957045212929356,19.14090425858712,1.0,0.5
P6,0,5,2,43,1.0,0.2,nonlinear,365,100,0.5,0.5924308138221568,18.486162764431356,1.0,0.5
P6,0,5,3,44,1.0,0.2,nonlinear,365,100,0.5,0.5968537374156803,19.370747483136054,1.0,0.5
P6,0,5,4,45,1.0,0.2,nonlinear,365,100,0.5,0.5951141298285436,19.022825965708723,1.0,0.5
P6,0,5,5,46,1.0,0.2,nonlinear,365,100,0.5,0.5981457970907732,19.62915941815464,1.0,0.5
P6,0,5,6,47,1.0,0.2,nonlinear,365,100,0.5,0.5979499396386273,19.58998792772546,1.0,0.5
P6,0,5,7,48,1.0,0.2,nonlinear,365,100,0.5,0.5942296090252669,18.84592180505338,1.0,0.5
P6,0,5,8,49,1.0,0.2,nonlinear,365,100,0.5,0.5952260932654375,19.045218653087503,1.0,0.5
P6,0,5,9,50,1.0,0.2,nonlinear,365,100,0.5,0.5905075235331467,18.101504706629346,1.0,0.5
P6,0,5,10,51,1.0,0.2,nonlinear,365,100,0.5,0.5946437702764664,18.928754055293282,1.0,0.5
P6,0,5,11,52,1.0,0.2,nonlinear,365,100,0.5,0.5978192883420581,19.56385766841162,1.0,0.5
P6,0,5,12,53,1.0,0.2,nonlinear,365,100,0.5,0.598530880564615,19.706176112923004,1.0,0.5
P6,0,5,13,54,1.0,0.2,nonlinear,365,100,0.5,0.5972414749159376,19.44829498318752,1.0,0.5
P6,0,5,14,55,1.0,0.2,nonlinear,365,100,0.5,0.5959716665758584,19.194333315171686,1.0,0.5
P6,0,5,15,56,1.0,0.2,nonlinear,365,100,0.5,0.5961706526001519,19.23413052003038,1.0,0.5
P6,0,5,16,57,1.0,0.2,nonlinear,365,100,0.5,0.5958937993253143,19.178759865062855,1.0,0.5
P6,0,5,17,58,1.0,0.2,nonlinear,365,100,0.5,0.5949037444349365,18.980748886987307,1.0,0.5
P6,0,5,18,59,1.0,0.2,nonlinear,365,100,0.5,0.5975658266133947,19.51316532267895,1.0,0.5
P6,0,5,19,60,1.0,0.2,nonlinear,365,100,0.5,0.5948107950445887,18.962159008917734,1.0,0.5
P6,0,5,20,61,1.0,0.2,nonlinear,365,100,0.5,0.5936661588094244,18.733231761884884,1.0,0.5
P6,0,5,21,62,1.0,0.2,nonlinear,365,100,0.5,0.6059921686920655,21.1984337384131,1.0,0.5
P6,0,5,22,63,1.0,0.2,nonlinear,365,100,0.5,0.595752861778804,19.150572355760808,1.0,0.5
P6,0,5,23,64,1.0,0.2,nonlinear,365,100,0.5,0.5886165189018957,17.72330378037914,1.0,0.5
P6,0,5,24,65,1.0,0.2,nonlinear,365,100,0.5,0.5965704209800831,19.314084196016612,1.0,0.5
P6,0,5,25,66,1.0,0.2,nonlinear,365,100,0.5,0.5996425936736045,19.928518734720903,1.0,0.5
P6,0,5,26,67,1.0,0.2,nonlinear,365,100,0.5,0.5994922338239032,19.89844676478063,1.0,0.5
P6,0,5,27,68,1.0,0.2,nonlinear,365,100,0.5,0.6004239148496318,20.08478296992635,1.0,0.5
P6,0,5,28,69,1.0,0.2,nonlinear,365,100,0.5,0.6000482412452885,20.00964824905771,1.0,0.5
P6,0,5,29,70,1.0,0.2,nonlinear,365,100,0.5,0.6018213304389458,20.36426608778916,1.0,0.5
P6,0,5,30,71,1.0,0.2,nonlinear,365,100,0.5,0.5910560001869407,18.211200037388142,1.0,0.5
P1,5,0,1,42,0.2,1.0,nonlinear,365,100,0.5,0.6889736378220522,37.794727564410444,1.0,0.7
P1,5,0,2,43,0.2,1.0,nonlinear,365,100,0.5,0.6918996779964706,38.379935599294114,1.0,0.7
P1,5,0,3,44,0.2,1.0,nonlinear,365,100,0.5,0.690888280930465,38.17765618609299,1.0,0.7
P1,5,0,4,45,0.2,1.0,nonlinear,365,100,0.5,0.6929665591702927,38.59331183405854,1.0,0.7
P1,5,0,5,46,0.2,1.0,nonlinear,365,100,0.5,0.6922323961266099,38.44647922532198,1.0,0.7
P1,5,0,6,47,0.2,1.0,nonlinear,365,100,0.5,0.6934548646434143,38.69097292868287,1.0,0.7
P1,5,0,7,48,0.2,1.0,nonlinear,365,100,0.5,0.6911629271725501,38.23258543451003,1.0,0.7
P1,5,0,8,49,0.2,1.0,nonlinear,365,100,0.5,0.6946972263915329,38.93944527830657,1.0,0.7
P1,5,0,9,50,0.2,1.0,nonlinear,365,100,0.5,0.6909463489827055,38.18926979654109,1.0,0.7
P1,5,0,10,51,0.2,1.0,nonlinear,365,100,0.5,0.6933530506492804,38.67061012985609,1.0,0.7
P1,5,0,11,52,0.2,1.0,nonlinear,365,100,0.5,0.6949488422122617,38.989768442452345,1.0,0.7
P1,5,0,12,53,0.2,1.0,nonlinear,365,100,0.5,0.6924405455783834,38.488109115676686,1.0,0.7
P1,5,0,13,54,0.2,1.0,nonlinear,365,100,0.5,0.6929623844201651,38.59247688403302,1.0,0.7
P1,5,0,14,55,0.2,1.0,nonlinear,365,100,0.5,0.6935448230618201,38.708964612364014,1.0,0.7
P1,5,0,15,56,0.2,1.0,nonlinear,365,100,0.5,0.6954939621083184,39.098792421663674,1.0,0.7
P1,5,0,16,57,0.2,1.0,nonlinear,365,100,0.5,0.68873847746397,37.747695492793994,1.0,0.7
P1,5,0,17,58,0.2,1.0,nonlinear,365,100,0.5,0.6968066914920398,39.36133829840796,1.0,0.7
P1,5,0,18,59,0.2,1.0,nonlinear,365,100,0.5,0.6910330418505457,38.20660837010914,1.0,0.7
P1,5,0,19,60,0.2,1.0,nonlinear,365,100,0.5,0.6918074701368152,38.361494027363044,1.0,0.7
P1,5,0,20,61,0.2,1.0,nonlinear,365,100,0.5,0.6872843475508059,37.456869510161184,1.0,0.7
P1,5,0,21,62,0.2,1.0,nonlinear,365,100,0.5,0.6941539121316267,38.83078242632534,1.0,0.7
P1,5,0,22,63,0.2,1.0,nonlinear,365,100,0.5,0.6878730583423711,37.57461166847422,1.0,0.7
P1,5,0,23,64,0.2,1.0,nonlinear,365,100,0.5,0.6909930052953448,38.19860105906896,1.0,0.7
P1,5,0,24,65,0.2,1.0,nonlinear,365,100,0.5,0.6975078016414115,39.501560328282295,1.0,0.7
P1,5,0,25,66,0.2,1.0,nonlinear,365,100,0.5,0.6894618657644402,37.89237315288805,1.0,0.7
P1,5,0,26,67,0.2,1.0,nonlinear,365,100,0.5,0.6947360282762371,38.94720565524743,1.0,0.7
P1,5,0,27,68,0.2,1.0,nonlinear,365,100,0.5,0.6990262022047495,39.80524044094991,1.0,0.7
P1,5,0,28,69,0.2,1.0,nonlinear,365,100,0.5,0.6987806855075079,39.75613710150159,1.0,0.7
P1,5,0,29,70,0.2,1.0,nonlinear,365,100,0.5,0.6915003835989488,38.300076719789764,1.0,0.7
P1,5,0,30,71,0.2,1.0,nonlinear,365,100,0.5,0.692112359702659,38.42247194053181,1.0,0.7
P2,4,1,1,42,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6885317668608535,37.706353372170696,1.0,0.7
P2,4,1,2,43,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6903771240054444,38.07542480108887,1.0,0.7
P2,4,1,3,44,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.690208909389427,38.041781877885406,1.0,0.7
P2,4,1,4,45,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6918108915995794,38.362178319915884,1.0,0.7
P2,4,1,5,46,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6914862567396052,38.29725134792103,1.0,0.7
P2,4,1,6,47,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6926786870537291,38.53573741074583,1.0,0.7
P2,4,1,7,48,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6900147045642343,38.00294091284686,1.0,0.7
P2,4,1,8,49,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6928917371859686,38.57834743719373,1.0,0.7
P2,4,1,9,50,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6889623485397229,37.79246970794459,1.0,0.7
P2,4,1,10,51,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6923695095177139,38.47390190354278,1.0,0.7
P2,4,1,11,52,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6938750871193978,38.77501742387957,1.0,0.7
P2,4,1,12,53,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6919545340718772,38.39090681437545,1.0,0.7
P2,4,1,13,54,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6921032360646633,38.42064721293266,1.0,0.7
P2,4,1,14,55,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6924119064591219,38.482381291824375,1.0,0.7
P2,4,1,15,56,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6938164856913491,38.76329713826983,1.0,0.7
P2,4,1,16,57,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6883959074440951,37.67918148881901,1.0,0.7
P2,4,1,17,58,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6946157780192195,38.923155603843895,1.0,0.7
P2,4,1,18,59,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6906654521363526,38.13309042727051,1.0,0.7
P2,4,1,19,60,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6905502179687877,38.11004359375754,1.0,0.7
P2,4,1,20,61,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6868145125916925,37.362902518338494,1.0,0.7
P2,4,1,21,62,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6947892176868151,38.957843537363026,1.0,0.7
P2,4,1,22,63,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6876807889346577,37.53615778693153,1.0,0.7
P2,4,1,23,64,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.688710823748999,37.74216474979979,1.0,0.7
P2,4,1,24,65,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6958144256395716,39.16288512791433,1.0,0.7
P2,4,1,25,66,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6899373706021926,37.98747412043853,1.0,0.7
P2,4,1,26,67,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6939187113659987,38.78374227319974,1.0,0.7
P2,4,1,27,68,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6977265834197395,39.545316683947895,1.0,0.7
P2,4,1,28,69,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6971968451318575,39.43936902637151,1.0,0.7
P2,4,1,29,70,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6919277274312852,38.38554548625703,1.0,0.7
P2,4,1,30,71,0.42941098104190173,0.8843101439943604,nonlinear,365,100,0.5,0.6900461098231516,38.00922196463033,1.0,0.7
P3,3,2,1,42,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6808629124948794,36.17258249897588,1.0,0.7
P3,3,2,2,43,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6816817565989415,36.33635131978829,1.0,0.7
P3,3,2,3,44,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6823723413010864,36.47446826021727,1.0,0.7
P3,3,2,4,45,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6834215891689271,36.68431783378543,1.0,0.7
P3,3,2,5,46,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6836137526915358,36.72275053830716,1.0,0.7
P3,3,2,6,47,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6846661422860987,36.933228457219734,1.0,0.7
