policy,office_days,remote_days,replication,seed,flexibility,collaboration,functional_form,simulation_days,n_employees,initial_engagement,final_engagement,relative_improvement,k,gamma
P3,3,2,7,48,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6817073668446934,36.34147336893867,1.0,0.7
P3,3,2,8,49,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6840628888199003,36.81257776398006,1.0,0.7
P3,3,2,9,50,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6799706934678668,35.994138693573355,1.0,0.7
P3,3,2,10,51,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6839794339135824,36.79588678271648,1.0,0.7
P3,3,2,11,52,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6855795489538116,37.115909790762316,1.0,0.7
P3,3,2,12,53,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6842193720680879,36.843874413617584,1.0,0.7
P3,3,2,13,54,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6840382746781724,36.807654935634474,1.0,0.7
P3,3,2,14,55,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6840550650767855,36.8110130153571,1.0,0.7
P3,3,2,15,56,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6850559110095551,37.01118220191102,1.0,0.7
P3,3,2,16,57,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6808183833658348,36.163676673166954,1.0,0.7
P3,3,2,17,58,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6853959079819889,37.07918159639778,1.0,0.7
P3,3,2,18,59,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6830137888468335,36.602757769366704,1.0,0.7
P3,3,2,19,60,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6821851697710763,36.437033954215266,1.0,0.7
P3,3,2,20,61,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6791143880320771,35.822877606415425,1.0,0.7
P3,3,2,21,62,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6880537567259069,37.61075134518137,1.0,0.7
P3,3,2,22,63,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6802330682565794,36.04661365131587,1.0,0.7
P3,3,2,23,64,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6794163903559394,35.883278071187874,1.0,0.7
P3,3,2,24,65,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6869124482798238,37.382489655964754,1.0,0.7
P3,3,2,25,66,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6829940124070939,36.59880248141878,1.0,0.7
P3,3,2,26,67,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6859047436311673,37.18094872623345,1.0,0.7
P3,3,2,27,68,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6891998706194458,37.83997412388915,1.0,0.7
P3,3,2,28,69,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6885276376757082,37.70552753514165,1.0,0.7
P3,3,2,29,70,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6849669380001157,36.993387600023134,1.0,0.7
P3,3,2,30,71,0.6172368063146965,0.7594945523315435,nonlinear,365,100,0.5,0.6809636407128166,36.19272814256331,1.0,0.7
P4,2,3,1,42,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6663490245857125,33.26980491714251,1.0,0.7
P4,2,3,2,43,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6661202323973938,33.224046479478766,1.0,0.7
P4,2,3,3,44,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6677295066654564,33.54590133309128,1.0,0.7
P4,2,3,4,45,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.668138194452976,33.62763889059519,1.0,0.7
P4,2,3,5,46,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6689576967111656,33.791539342233115,1.0,0.7
P4,2,3,6,47,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6697800106057378,33.956002121147556,1.0,0.7
P4,2,3,7,48,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6665682759462342,33.31365518924685,1.0,0.7
P4,2,3,8,49,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6684822773607642,33.696455472152834,1.0,0.7
P4,2,3,9,50,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6642266502788305,32.84533005576611,1.0,0.7
P4,2,3,10,51,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.66856398156526,33.712796313051996,1.0,0.7
P4,2,3,11,52,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6704103811724763,34.08207623449526,1.0,0.7
P4,2,3,12,53,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6696092427002371,33.92184854004743,1.0,0.7
P4,2,3,13,54,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6691144530390399,33.822890607807985,1.0,0.7
P4,2,3,14,55,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6688141812176629,33.762836243532576,1.0,0.7
P4,2,3,15,56,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6695002887119438,33.90005774238875,1.0,0.7
P4,2,3,16,57,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6663861891826165,33.2772378365233,1.0,0.7
P4,2,3,17,58,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6693989168216765,33.8797833643353,1.0,0.7
P4,2,3,18,59,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.668471940514638,33.6943881029276,1.0,0.7
P4,2,3,19,60,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6670275743505372,33.40551487010743,1.0,0.7
P4,2,3,20,61,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6645539595876614,32.91079191753228,1.0,0.7
P4,2,3,21,62,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6744174040690779,34.88348081381558,1.0,0.7
P4,2,3,22,63,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6659230695529769,33.184613910595374,1.0,0.7
P4,2,3,23,64,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6633461852262252,32.66923704524505,1.0,0.7
P4,2,3,24,65,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6711059577388836,34.22119154777672,1.0,0.7
P4,2,3,25,66,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.669090583916197,33.818116783239404,1.0,0.7
P4,2,3,26,67,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6710533935241976,34.210678704839516,1.0,0.7
P4,2,3,27,68,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6737816711928193,34.75633423856386,1.0,0.7
P4,2,3,28,69,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6730721477075484,34.614429541509686,1.0,0.7
P4,2,3,29,70,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6710753106166792,34.21506212333585,1.0,0.7
P4,2,3,30,71,0.7710155856877852,0.621242305386956,nonlinear,365,100,0.5,0.6651157419905038,33.023148398100766,1.0,0.7
P5,1,4,1,42,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6435172228085804,28.703444561716076,1.0,0.7
P5,1,4,2,43,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6421142282419172,28.422845648383444,1.0,0.7
P5,1,4,3,44,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6447872720409928,28.95745440819857,1.0,0.7
P5,1,4,4,45,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.644412494501376,28.88249890027521,1.0,0.7
P5,1,4,5,46,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6460231622339718,29.204632446794363,1.0,0.7
P5,1,4,6,47,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6465098464484758,29.30196928969515,1.0,0.7
P5,1,4,7,48,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.643061281170395,28.61225623407899,1.0,0.7
P5,1,4,8,49,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.644566706565142,28.913341313028408,1.0,0.7
P5,1,4,9,50,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6401292088073394,28.025841761467873,1.0,0.7
P5,1,4,10,51,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6445725260593301,28.914505211866025,1.0,0.7
P5,1,4,11,52,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.646834121953396,29.36682439067919,1.0,0.7
P5,1,4,12,53,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6466364821793883,29.32729643587766,1.0,0.7
P5,1,4,13,54,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6458142196393404,29.162843927868074,1.0,0.7
P5,1,4,14,55,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6451465082881214,29.029301657624274,1.0,0.7
P5,1,4,15,56,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6455740796506021,29.114815930120418,1.0,0.7
P5,1,4,16,57,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6436281388755482,28.72562777510963,1.0,0.7
P5,1,4,17,58,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6450055152598111,29.001103051962218,1.0,0.7
P5,1,4,18,59,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6455663833744594,29.113276674891875,1.0,0.7
P5,1,4,19,60,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6435394297436926,28.70788594873852,1.0,0.7
P5,1,4,20,61,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6416477711685986,28.329554233719723,1.0,0.7
P5,1,4,21,62,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.652497124849489,30.49942496989779,1.0,0.7
P5,1,4,22,63,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6432935038946713,28.658700778934264,1.0,0.7
P5,1,4,23,64,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6388674270663042,27.773485413260836,1.0,0.7
P5,1,4,24,65,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6467954873395744,29.359097467914875,1.0,0.7
P5,1,4,25,66,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6468144166252916,29.36288332505832,1.0,0.7
P5,1,4,26,67,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6478595875249296,29.57191750498591,1.0,0.7
P5,1,4,27,68,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6499155211862493,29.983104237249858,1.0,0.7
P5,1,4,28,69,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6492655671483452,29.85311342966903,1.0,0.7
P5,1,4,29,70,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.6488456655291134,29.769133105822675,1.0,0.7
P5,1,4,30,71,0.8969190015313269,0.459305055470842,nonlinear,365,100,0.5,0.640892083845722,28.17841676914441,1.0,0.7
P6,0,5,1,42,1.0,0.2,nonlinear,365,100,0.5,0.5957045212929356,19.14090425858712,1.0,0.7
P6,0,5,2,43,1.0,0.2,nonlinear,365,100,0.5,0.5924308138221568,18.486162764431356,1.0,0.7
P6,0,5,3,44,1.0,0.2,nonlinear,365,100,0.5,0.5968537374156803,19.370747483136054,1.0,0.7
P6,0,5,4,45,1.0,0.2,nonlinear,365,100,0.5,0.5951141298285436,19.022825965708723,1.0,0.7
P6,0,5,5,46,1.0,0.2,nonlinear,365,100,0.5,0.5981457970907732,19.62915941815464,1.0,0.7
P6,0,5,6,47,1.0,0.2,nonlinear,365,100,0.5,0.5979499396386273,19.58998792772546,1.0,0.7
P6,0,5,7,48,1.0,0.2,nonlinear,365,100,0.5,0.5942296090252669,18.84592180505338,1.0,0.7
P6,0,5,8,49,1.0,0.2,nonlinear,365,100,0.5,0.5952260932654375,19.045218653087503,1.0,0.7
P6,0,5,9,50,1.0,0.2,nonlinear,365,100,0.5,0.5905075235331467,18.101504706629346,1.0,0.7
P6,0,5,10,51,1.0,0.2,nonlinear,365,100,0.5,0.5946437702764664,18.928754055293282,1.0,0.7
P6,0,5,11,52,1.0,0.2,nonlinear,365,100,0.5,0.5978192883420581,19.56385766841162,1.0,0.7
P6,0,5,12,53,1.0,0.2,nonlinear,365,100,0.5,0.598530880564615,19.706176112923004,1.0,0.7
P6,0,5,13,54,1.0,0.2,nonlinear,365,100,0.5,0.5972414749159376,19.44829498318752,1.0,0.7
P6,0,5,14,55,1.0,0.2,nonlinear,365,100,0.5,0.5959716665758584,19.194333315171686,1.0,0.7
P6,0,5,15,56,1.0,0.2,nonlinear,365,100,0.5,0.5961706526001519,19.23413052003038,1.0,0.7
P6,0,5,16,57,1.0,0.2,nonlinear,365,100,0.5,0.5958937993253143,19.178759865062855,1.0,0.7
P6,0,5,17,58,1.0,0.2,nonlinear,365,100,0.5,0.5949037444349365,18.980748886987307,1.0,0.7
P6,0,5,18,59,1.0,0.2,nonlinear,365,100,0.5,0.5975658266133947,19.51316532267895,1.0,0.7
P6,0,5,19,60,1.0,0.2,nonlinear,365,100,0.5,0.5948107950445887,18.962159008917734,1.0,0.7
P6,0,5,20,61,1.0,0.2,nonlinear,365,100,0.5,0.5936661588094244,18.733231761884884,1.0,0.7
P6,0,5,21,62,1.0,0.2,nonlinear,365,100,0.5,0.6059921686920655,21.1984337384131,1.0,0.7
P6,0,5,22,63,1.0,0.2,nonlinear,365,100,0.5,0.595752861778804,19.150572355760808,1.0,0.7
P6,0,5,23,64,1.0,0.2,nonlinear,365,100,0.5,0.5886165189018957,17.72330378037914,1.0,0.7
P6,0,5,24,65,1.0,0.2,nonlinear,365,100,0.5,0.5965704209800831,19.314084196016612,1.0,0.7
P6,0,5,25,66,1.0,0.2,nonlinear,365,100,0.5,0.5996425936736045,19.928518734720903,1.0,0.7
P6,0,5,26,67,1.0,0.2,nonlinear,365,100,0.5,0.5994922338239032,19.89844676478063,1.0,0.7
P6,0,5,27,68,1.0,0.2,nonlinear,365,100,0.5,0.6004239148496318,20.08478296992635,1.0,0.7
P6,0,5,28,69,1.0,0.2,nonlinear,365,100,0.5,0.6000482412452885,20.00964824905771,1.0,0.7
P6,0,5,29,70,1.0,0.2,nonlinear,365,100,0.5,0.6018213304389458,20.36426608778916,1.0,0.7
P6,0,5,30,71,1.0,0.2,nonlinear,365,100,0.5,0.5910560001869407,18.211200037388142,1.0,0.7
P1,5,0,1,42,0.2,1.0,nonlinear,365,100,0.5,0.6889736378220522,37.794727564410444,2.0,0.3
P1,5,0,2,43,0.2,1.0,nonlinear,365,100,0.5,0.6918996779964706,38.379935599294114,2.0,0.3
P1,5,0,3,44,0.2,1.0,nonlinear,365,100,0.5,0.690888280930465,38.17765618609299,2.0,0.3
P1,5,0,4,45,0.2,1.0,nonlinear,365,100,0.5,0.6929665591702927,38.59331183405854,2.0,0.3
P1,5,0,5,46,0.2,1.0,nonlinear,365,100,0.5,0.6922323961266099,38.44647922532198,2.0,0.3
P1,5,0,6,47,0.2,1.0,nonlinear,365,100,0.5,0.6934548646434143,38.69097292868287,2.0,0.3
P1,5,0,7,48,0.2,1.0,nonlinear,365,100,0.5,0.6911629271725501,38.23258543451003,2.0,0.3
P1,5,0,8,49,0.2,1.0,nonlinear,365,100,0.5,0.6946972263915329,38.93944527830657,2.0,0.3
P1,5,0,9,50,0.2,1.0,nonlinear,365,100,0.5,0.6909463489827055,38.18926979654109,2.0,0.3
P1,5,0,10,51,0.2,1.0,nonlinear,365,100,0.5,0.6933530506492804,38.67061012985609,2.0,0.3
P1,5,0,11,52,0.2,1.0,nonlinear,365,100,0.5,0.6949488422122617,38.989768442452345,2.0,0.3
P1,5,0,12,53,0.2,1.0,nonlinear,365,100,0.5,0.6924405455783834,38.488109115676686,2.0,0.3
P1,5,0,13,54,0.2,1.0,nonlinear,365,100,0.5,0.6929623844201651,38.59247688403302,2.0,0.3
P1,5,0,14,55,0.2,1.0,nonlinear,365,100,0.5,0.6935448230618201,38.708964612364014,2.0,0.3
P1,5,0,15,56,0.2,1.0,nonlinear,365,100,0.5,0.6954939621083184,39.098792421663674,2.0,0.3
P1,5,0,16,57,0.2,1.0,nonlinear,365,100,0.5,0.68873847746397,37.747695492793994,2.0,0.3
P1,5,0,17,58,0.2,1.0,nonlinear,365,100,0.5,0.6968066914920398,39.36133829840796,2.0,0.3
P1,5,0,18,59,0.2,1.0,nonlinear,365,100,0.5,0.6910330418505457,38.20660837010914,2.0,0.3
P1,5,0,19,60,0.2,1.0,nonlinear,365,100,0.5,0.6918074701368152,38.361494027363044,2.0,0.3
P1,5,0,20,61,0.2,1.0,nonlinear,365,100,0.5,0.6872843475508059,37.456869510161184,2.0,0.3
P1,5,0,21,62,0.2,1.0,nonlinear,365,100,0.5,0.6941539121316267,38.83078242632534,2.0,0.3
P1,5,0,22,63,0.2,1.0,nonlinear,365,100,0.5,0.6878730583423711,37.57461166847422,2.0,0.3
P1,5,0,23,64,0.2,1.0,nonlinear,365,100,0.5,0.6909930052953448,38.19860105906896,2.0,0.3
P1,5,0,24,65,0.2,1.0,nonlinear,365,100,0.5,0.6975078016414115,39.501560328282295,2.0,0.3
P1,5,0,25,66,0.2,1.0,nonlinear,365,100,0.5,0.6894618657644402,37.89237315288805,2.0,0.3
P1,5,0,26,67,0.2,1.0,nonlinear,365,100,0.5,0.6947360282762371,38.94720565524743,2.0,0.3
P1,5,0,27,68,0.2,1.0,nonlinear,365,100,0.5,0.6990262022047495,39.80524044094991,2.0,0.3
P1,5,0,28,69,0.2,1.0,nonlinear,365,100,0.5,0.6987806855075079,39.75613710150159,2.0,0.3
P1,5,0,29,70,0.2,1.0,nonlinear,365,100,0.5,0.6915003835989488,38.300076719789764,2.0,0.3
P1,5,0,30,71,0.2,1.0,nonlinear,365,100,0.5,0.692112359702659,38.42247194053181,2.0,0.3
P2,4,1,1,42,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7127666589503653,42.55333179007306,2.0,0.3
P2,4,1,2,43,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.714944648799085,42.988929759817005,2.0,0.3
P2,4,1,3,44,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7143562859063929,42.87125718127858,2.0,0.3
P2,4,1,4,45,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7164295657682066,43.28591315364132,2.0,0.3
P2,4,1,5,46,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.715548370217959,43.10967404359181,2.0,0.3
P2,4,1,6,47,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7171343036205082,43.426860724101644,2.0,0.3
P2,4,1,7,48,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7143323629349577,42.86647258699154,2.0,0.3
P2,4,1,8,49,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7171500446986968,43.43000893973936,2.0,0.3
P2,4,1,9,50,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.713239667582439,42.64793351648779,2.0,0.3
P2,4,1,10,51,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7174126033798104,43.48252067596208,2.0,0.3
P2,4,1,11,52,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7183715539692505,43.67431079385009,2.0,0.3
P2,4,1,12,53,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7163190156735662,43.26380313471323,2.0,0.3
P2,4,1,13,54,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7164618849295818,43.29237698591637,2.0,0.3
P2,4,1,14,55,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7169250594188564,43.385011883771284,2.0,0.3
P2,4,1,15,56,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7181084329451092,43.621686589021834,2.0,0.3
P2,4,1,16,57,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7126398692994095,42.5279738598819,2.0,0.3
P2,4,1,17,58,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7189892763988394,43.79785527976787,2.0,0.3
P2,4,1,18,59,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7150025590434489,43.00051180868978,2.0,0.3
P2,4,1,19,60,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7147663759214654,42.953275184293084,2.0,0.3
P2,4,1,20,61,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7111158196936876,42.22316393873753,2.0,0.3
P2,4,1,21,62,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7189967743756227,43.79935487512454,2.0,0.3
P2,4,1,22,63,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7119040810778062,42.38081621556125,2.0,0.3
P2,4,1,23,64,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7131142469628315,42.62284939256631,2.0,0.3
P2,4,1,24,65,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7205882630580367,44.11765261160734,2.0,0.3
P2,4,1,25,66,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7143724500633498,42.874490012669966,2.0,0.3
P2,4,1,26,67,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7182507822515328,43.65015645030657,2.0,0.3
P2,4,1,27,68,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7223309371917187,44.46618743834374,2.0,0.3
P2,4,1,28,69,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.721503305192003,44.300661038400605,2.0,0.3
P2,4,1,29,70,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7162256625770772,43.24513251541544,2.0,0.3
P2,4,1,30,71,0.5050245465765446,0.9481987582580971,nonlinear,365,100,0.5,0.7143882501249974,42.87765002499948,2.0,0.3
P3,3,2,1,42,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7208620918733503,44.17241837467005,2.0,0.3
P3,3,2,2,43,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7224283785658538,44.48567571317077,2.0,0.3
P3,3,2,3,44,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7222888047998549,44.45776095997098,2.0,0.3
P3,3,2,4,45,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.724168065489268,44.83361309785361,2.0,0.3
P3,3,2,5,46,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7234096176961473,44.68192353922946,2.0,0.3
P3,3,2,6,47,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7250765132916455,45.01530265832909,2.0,0.3
P3,3,2,7,48,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7219890637483941,44.39781274967882,2.0,0.3
P3,3,2,8,49,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7243618853761975,44.8723770752395,2.0,0.3
P3,3,2,9,50,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7203465709301371,44.06931418602742,2.0,0.3
P3,3,2,10,51,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7253610035209247,45.07220070418494,2.0,0.3
P3,3,2,11,52,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.72611227825854,45.222455651707996,2.0,0.3
P3,3,2,12,53,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7244436862727196,44.88873725454392,2.0,0.3
P3,3,2,13,54,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7243316037694237,44.86632075388475,2.0,0.3
P3,3,2,14,55,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7246393402125479,44.92786804250959,2.0,0.3
P3,3,2,15,56,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7254003216627739,45.080064332554784,2.0,0.3
P3,3,2,16,57,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7208253559588021,44.16507119176043,2.0,0.3
P3,3,2,17,58,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7259639784419929,45.192795688398576,2.0,0.3
P3,3,2,18,59,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7231692630024814,44.63385260049628,2.0,0.3
P3,3,2,19,60,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7223227480093183,44.46454960186366,2.0,0.3
P3,3,2,20,61,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7192390306162758,43.84780612325516,2.0,0.3
P3,3,2,21,62,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7277845996376894,45.556919927537876,2.0,0.3
P3,3,2,22,63,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7201785871605825,44.03571743211649,2.0,0.3
P3,3,2,23,64,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7200592244703578,44.01184489407155,2.0,0.3
P3,3,2,24,65,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7280135089118398,45.60270178236796,2.0,0.3
P3,3,2,25,66,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7231370523674848,44.627410473496965,2.0,0.3
P3,3,2,26,67,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.726119133099239,45.223826619847806,2.0,0.3
P3,3,2,27,68,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7299504714447692,45.99009428895384,2.0,0.3
P3,3,2,28,69,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7288553867455156,45.77107734910313,2.0,0.3
P3,3,2,29,70,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7249000437223821,44.98000874447643,2.0,0.3
P3,3,2,30,71,0.7094886146797341,0.8863337603552759,nonlinear,365,100,0.5,0.7214612027104841,44.29224054209682,2.0,0.3
P4,2,3,1,42,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7175384505032518,43.507690100650365,2.0,0.3
P4,2,3,2,43,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7184874394705996,43.69748789411992,2.0,0.3
P4,2,3,3,44,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7188715960585446,43.774319211708914,2.0,0.3
P4,2,3,4,45,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.720414884457787,44.0829768915574,2.0,0.3
P4,2,3,5,46,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7199664730037464,43.99329460074928,2.0,0.3
P4,2,3,6,47,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7215509509577662,44.31019019155325,2.0,0.3
P4,2,3,7,48,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7182774739898499,43.65549479796997,2.0,0.3
P4,2,3,8,49,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7203327455428767,44.066549108575344,2.0,0.3
P4,2,3,9,50,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7162222167235931,43.24444334471862,2.0,0.3
P4,2,3,10,51,0.8465449782232979,0.8077262343458991,nonlinear,365,100,0.5,0.7216040437170641,44.32080874341282,2.0,0.3
