policy,office_days,remote_days,replication,seed,flexibility,collaboration,functional_form,simulation_days,n_employees,initial_engagement,final_engagement,relative_improvement,initial_engagement_assumption
P2,4,1,19,60,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7069051038496288,41.381020769925755,0.5
P2,4,1,20,61,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7033070558635452,40.66141117270905,0.5
P2,4,1,21,62,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7113263288735142,42.26526577470284,0.5
P2,4,1,22,63,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7041467402993481,40.829348059869616,0.5
P2,4,1,23,64,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7050926110722731,41.01852221445461,0.5
P2,4,1,24,65,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7125069808003879,42.501396160077576,0.5
P2,4,1,25,66,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7066136105467523,41.322722109350465,0.5
P2,4,1,26,67,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7103971413168032,42.07942826336064,0.5
P2,4,1,27,68,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7143414185314979,42.86828370629958,0.5
P2,4,1,28,69,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7135814798488888,42.716295969777754,0.5
P2,4,1,29,70,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.7085042975608579,41.700859512171576,0.5
P2,4,1,30,71,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.5,0.706407903105706,41.2815806211412,0.5
P3,3,2,1,42,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7055053149127263,41.10106298254526,0.5
P3,3,2,2,43,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7066422362568074,41.32844725136149,0.5
P3,3,2,3,44,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7069342412611727,41.38684825223453,0.5
P3,3,2,4,45,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7084329584644471,41.68659169288942,0.5
P3,3,2,5,46,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7080908813505428,41.618176270108556,0.5
P3,3,2,6,47,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7095215535018681,41.904310700373614,0.5
P3,3,2,7,48,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7064271130310505,41.28542260621011,0.5
P3,3,2,8,49,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7087110750628195,41.742215012563896,0.5
P3,3,2,9,50,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7046409201447364,40.92818402894729,0.5
P3,3,2,10,51,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.709403122245313,41.880624449062594,0.5
P3,3,2,11,52,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.710466366216015,42.093273243203,0.5
P3,3,2,12,53,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7089983633065403,41.799672661308065,0.5
P3,3,2,13,54,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.708806399972096,41.76127999441921,0.5
P3,3,2,14,55,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7089641676705914,41.79283353411829,0.5
P3,3,2,15,56,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7097407580804833,41.948151616096666,0.5
P3,3,2,16,57,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7054815250914586,41.096305018291716,0.5
P3,3,2,17,58,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7101518166584665,42.0303633316933,0.5
P3,3,2,18,59,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7077596318535587,41.55192637071175,0.5
P3,3,2,19,60,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7068015091306298,41.360301826125955,0.5
P3,3,2,20,61,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7038344538214931,40.76689076429862,0.5
P3,3,2,21,62,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7126770613261248,42.53541226522497,0.5
P3,3,2,22,63,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7048767746413169,40.975354928263386,0.5
P3,3,2,23,64,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7042095062638929,40.84190125277858,0.5
P3,3,2,24,65,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7120702331788409,42.41404663576817,0.5
P3,3,2,25,66,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7078504866711975,41.570097334239506,0.5
P3,3,2,26,67,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7106321442370811,42.12642884741622,0.5
P3,3,2,27,68,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7141898636355418,42.837972727108365,0.5
P3,3,2,28,69,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7132199721910315,42.6439944382063,0.5
P3,3,2,29,70,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7096820909844774,41.93641819689549,0.5
P3,3,2,30,71,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.5,0.7056973470158825,41.1394694031765,0.5
P4,2,3,1,42,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.694496233616996,38.899246723399195,0.5
P4,2,3,2,43,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6947867669817748,38.957353396354954,0.5
P4,2,3,3,44,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6958240987269353,39.16481974538706,0.5
P4,2,3,4,45,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.696802685251215,39.360537050243,0.5
P4,2,3,5,46,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6969684813363778,39.39369626727556,0.5
P4,2,3,6,47,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6982131377902833,39.64262755805665,0.5
P4,2,3,7,48,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6949116134520845,38.98232269041691,0.5
P4,2,3,8,49,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6968311879208197,39.36623758416393,0.5
P4,2,3,9,50,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6926310420237266,38.52620840474532,0.5
P4,2,3,10,51,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6976684102859748,39.533682057194966,0.5
P4,2,3,11,52,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6989241298291663,39.78482596583326,0.5
P4,2,3,12,53,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6979191452894827,39.583829057896544,0.5
P4,2,3,13,54,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6974704804331417,39.494096086628346,0.5
P4,2,3,14,55,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6973674977104237,39.473499542084745,0.5
P4,2,3,15,56,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6978823325267893,39.576466505357864,0.5
P4,2,3,16,57,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.694546096844065,38.909219368813,0.5
P4,2,3,17,58,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6979330434628438,39.58660869256876,0.5
P4,2,3,18,59,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6967311119444719,39.34622238889438,0.5
P4,2,3,19,60,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6952671344701055,39.053426894021094,0.5
P4,2,3,20,61,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6927967859906508,38.55935719813015,0.5
P4,2,3,21,62,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.702381583943272,40.4763167886544,0.5
P4,2,3,22,63,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6940398268037128,38.80796536074256,0.5
P4,2,3,23,64,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6919371122138599,38.38742244277198,0.5
P4,2,3,24,65,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.700016232454746,40.003246490949195,0.5
P4,2,3,25,66,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6973479846538038,39.46959693076075,0.5
P4,2,3,26,67,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6993461895559151,39.86923791118302,0.5
P4,2,3,27,68,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.7024458476888467,40.48916953776933,0.5
P4,2,3,28,69,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.7014396046689233,40.28792093378466,0.5
P4,2,3,29,70,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6991829363197496,39.836587263949916,0.5
P4,2,3,30,71,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.5,0.6936035970393203,38.72071940786406,0.5
P5,1,4,1,42,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6709843392549949,34.19686785099898,0.5
P5,1,4,2,43,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6702402597918447,34.04805195836893,0.5
P5,1,4,3,44,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6722368579474475,34.44737158948949,0.5
P5,1,4,4,45,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6724786125520361,34.49572251040722,0.5
P5,1,4,5,46,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6734035550770767,34.68071101541534,0.5
P5,1,4,6,47,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6742980750186071,34.85961500372141,0.5
P5,1,4,7,48,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6708235647022468,34.16471294044936,0.5
P5,1,4,8,49,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6724131459764323,34.482629195286464,0.5
P5,1,4,9,50,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6680578534496432,33.61157068992864,0.5
P5,1,4,10,51,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.673048861190623,34.609772238124606,0.5
P5,1,4,11,52,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6747474138663004,34.94948277326009,0.5
P5,1,4,12,53,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6742670441297972,34.85340882595944,0.5
P5,1,4,13,54,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6735474579560061,34.70949159120123,0.5
P5,1,4,14,55,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6731120320567874,34.622406411357474,0.5
P5,1,4,15,56,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6734498938211748,34.689978764234965,0.5
P5,1,4,16,57,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.671094189048232,34.21883780964641,0.5
P5,1,4,17,58,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6730977821160201,34.619556423204024,0.5
P5,1,4,18,59,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6731415165771889,34.62830331543778,0.5
P5,1,4,19,60,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6712113163700559,34.24226327401119,0.5
P5,1,4,20,61,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.669211727079333,33.84234541586659,0.5
P5,1,4,21,62,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6796346311357452,35.92692622714904,0.5
P5,1,4,22,63,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6706981726016205,34.139634520324094,0.5
P5,1,4,23,64,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6670250045272048,33.405000905440964,0.5
P5,1,4,24,65,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6751793463691039,35.035869273820786,0.5
P5,1,4,25,66,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6742644354820653,34.852887096413056,0.5
P5,1,4,26,67,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.675516765751238,35.1033531502476,0.5
P5,1,4,27,68,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6780088262033912,35.60176524067824,0.5
P5,1,4,28,69,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6771049945388721,35.42099890777442,0.5
P5,1,4,29,70,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6761632259091117,35.23264518182234,0.5
P5,1,4,30,71,0.9384166061432972,0.5577708763999663,nonlinear,365,100,0.5,0.6689126383127281,33.78252766254561,0.5
P6,0,5,1,42,1.0,0.2,nonlinear,365,100,0.5,0.5957045212929356,19.14090425858712,0.5
P6,0,5,2,43,1.0,0.2,nonlinear,365,100,0.5,0.5924308138221568,18.486162764431356,0.5
P6,0,5,3,44,1.0,0.2,nonlinear,365,100,0.5,0.5968537374156803,19.370747483136054,0.5
P6,0,5,4,45,1.0,0.2,nonlinear,365,100,0.5,0.5951141298285436,19.022825965708723,0.5
P6,0,5,5,46,1.0,0.2,nonlinear,365,100,0.5,0.5981457970907732,19.62915941815464,0.5
P6,0,5,6,47,1.0,0.2,nonlinear,365,100,0.5,0.5979499396386273,19.58998792772546,0.5
P6,0,5,7,48,1.0,0.2,nonlinear,365,100,0.5,0.5942296090252669,18.84592180505338,0.5
P6,0,5,8,49,1.0,0.2,nonlinear,365,100,0.5,0.5952260932654375,19.045218653087503,0.5
P6,0,5,9,50,1.0,0.2,nonlinear,365,100,0.5,0.5905075235331467,18.101504706629346,0.5
P6,0,5,10,51,1.0,0.2,nonlinear,365,100,0.5,0.5946437702764664,18.928754055293282,0.5
P6,0,5,11,52,1.0,0.2,nonlinear,365,100,0.5,0.5978192883420581,19.56385766841162,0.5
P6,0,5,12,53,1.0,0.2,nonlinear,365,100,0.5,0.598530880564615,19.706176112923004,0.5
P6,0,5,13,54,1.0,0.2,nonlinear,365,100,0.5,0.5972414749159376,19.44829498318752,0.5
P6,0,5,14,55,1.0,0.2,nonlinear,365,100,0.5,0.5959716665758584,19.194333315171686,0.5
P6,0,5,15,56,1.0,0.2,nonlinear,365,100,0.5,0.5961706526001519,19.23413052003038,0.5
P6,0,5,16,57,1.0,0.2,nonlinear,365,100,0.5,0.5958937993253143,19.178759865062855,0.5
P6,0,5,17,58,1.0,0.2,nonlinear,365,100,0.5,0.5949037444349365,18.980748886987307,0.5
P6,0,5,18,59,1.0,0.2,nonlinear,365,100,0.5,0.5975658266133947,19.51316532267895,0.5
P6,0,5,19,60,1.0,0.2,nonlinear,365,100,0.5,0.5948107950445887,18.962159008917734,0.5
P6,0,5,20,61,1.0,0.2,nonlinear,365,100,0.5,0.5936661588094244,18.733231761884884,0.5
P6,0,5,21,62,1.0,0.2,nonlinear,365,100,0.5,0.6059921686920655,21.1984337384131,0.5
P6,0,5,22,63,1.0,0.2,nonlinear,365,100,0.5,0.595752861778804,19.150572355760808,0.5
P6,0,5,23,64,1.0,0.2,nonlinear,365,100,0.5,0.5886165189018957,17.72330378037914,0.5
P6,0,5,24,65,1.0,0.2,nonlinear,365,100,0.5,0.5965704209800831,19.314084196016612,0.5
P6,0,5,25,66,1.0,0.2,nonlinear,365,100,0.5,0.5996425936736045,19.928518734720903,0.5
P6,0,5,26,67,1.0,0.2,nonlinear,365,100,0.5,0.5994922338239032,19.89844676478063,0.5
P6,0,5,27,68,1.0,0.2,nonlinear,365,100,0.5,0.6004239148496318,20.08478296992635,0.5
P6,0,5,28,69,1.0,0.2,nonlinear,365,100,0.5,0.6000482412452885,20.00964824905771,0.5
P6,0,5,29,70,1.0,0.2,nonlinear,365,100,0.5,0.6018213304389458,20.36426608778916,0.5
P6,0,5,30,71,1.0,0.2,nonlinear,365,100,0.5,0.5910560001869407,18.211200037388142,0.5
P1,5,0,1,42,0.2,1.0,nonlinear,365,100,0.7,0.8124561074893074,16.06515821275821,0.7
P1,5,0,2,43,0.2,1.0,nonlinear,365,100,0.7,0.8137378207408636,16.248260105837673,0.7
P1,5,0,3,44,0.2,1.0,nonlinear,365,100,0.7,0.8145848806179706,16.369268659710098,0.7
P1,5,0,4,45,0.2,1.0,nonlinear,365,100,0.7,0.8147719085879336,16.395986941133376,0.7
P1,5,0,5,46,0.2,1.0,nonlinear,365,100,0.7,0.8161701973731765,16.59574248188237,0.7
P1,5,0,6,47,0.2,1.0,nonlinear,365,100,0.7,0.8159668248054862,16.56668925792661,0.7
P1,5,0,7,48,0.2,1.0,nonlinear,365,100,0.7,0.814155483385503,16.307926197929014,0.7
P1,5,0,8,49,0.2,1.0,nonlinear,365,100,0.7,0.8173372572932895,16.762465327612798,0.7
P1,5,0,9,50,0.2,1.0,nonlinear,365,100,0.7,0.813617847084584,16.23112101208343,0.7
P1,5,0,10,51,0.2,1.0,nonlinear,365,100,0.7,0.8137959353895254,16.25656219850364,0.7
P1,5,0,11,52,0.2,1.0,nonlinear,365,100,0.7,0.8170862761531907,16.726610879027255,0.7
P1,5,0,12,53,0.2,1.0,nonlinear,365,100,0.7,0.8155168679972185,16.50240971388836,0.7
P1,5,0,13,54,0.2,1.0,nonlinear,365,100,0.7,0.8159804168524978,16.56863097892826,0.7
P1,5,0,14,55,0.2,1.0,nonlinear,365,100,0.7,0.8156290350091273,16.51843357273248,0.7
P1,5,0,15,56,0.2,1.0,nonlinear,365,100,0.7,0.8182628812761518,16.894697325164547,0.7
P1,5,0,16,57,0.2,1.0,nonlinear,365,100,0.7,0.81236777297638,16.052538996625717,0.7
P1,5,0,17,58,0.2,1.0,nonlinear,365,100,0.7,0.8189126516741639,16.987521667737713,0.7
P1,5,0,18,59,0.2,1.0,nonlinear,365,100,0.7,0.8141836746054615,16.311953515065934,0.7
P1,5,0,19,60,0.2,1.0,nonlinear,365,100,0.7,0.8150194273898889,16.43134676998413,0.7
P1,5,0,20,61,0.2,1.0,nonlinear,365,100,0.7,0.8106336348981282,15.804804985446896,0.7
P1,5,0,21,62,0.2,1.0,nonlinear,365,100,0.7,0.8179521240906473,16.850303441521053,0.7
P1,5,0,22,63,0.2,1.0,nonlinear,365,100,0.7,0.8116327368122166,15.947533830316662,0.7
P1,5,0,23,64,0.2,1.0,nonlinear,365,100,0.7,0.8131926259464624,16.170375135208914,0.7
P1,5,0,24,65,0.2,1.0,nonlinear,365,100,0.7,0.8185355397773764,16.933648539625203,0.7
P1,5,0,25,66,0.2,1.0,nonlinear,365,100,0.7,0.8127565212784342,16.108074468347755,0.7
P1,5,0,26,67,0.2,1.0,nonlinear,365,100,0.7,0.8174489220566203,16.778417436660057,0.7
P1,5,0,27,68,0.2,1.0,nonlinear,365,100,0.7,0.8206636799003143,17.237668557187767,0.7
P1,5,0,28,69,0.2,1.0,nonlinear,365,100,0.7,0.8211950976762351,17.313585382319307,0.7
P1,5,0,29,70,0.2,1.0,nonlinear,365,100,0.7,0.8150714247383847,16.43877496262639,0.7
P1,5,0,30,71,0.2,1.0,nonlinear,365,100,0.7,0.8145729953993879,16.367570771341132,0.7
P2,4,1,1,42,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8152677312656709,16.466818752238705,0.7
P2,4,1,2,43,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8158052195727288,16.543602796104118,0.7
P2,4,1,3,44,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8171931215943022,16.741874513471757,0.7
P2,4,1,4,45,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8171580763911925,16.736868055884653,0.7
P2,4,1,5,46,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8187178388918299,16.959691270261423,0.7
P2,4,1,6,47,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8185724290522467,16.938918436035248,0.7
P2,4,1,7,48,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8164980371147508,16.64257673067869,0.7
P2,4,1,8,49,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.819072308000961,17.010329714423005,0.7
P2,4,1,9,50,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8153135328186898,16.473361831241405,0.7
P2,4,1,10,51,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8164287934442613,16.632684777751628,0.7
P2,4,1,11,52,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8194054458611615,17.05792083730879,0.7
P2,4,1,12,53,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8183255079564646,16.90364399378067,0.7
P2,4,1,13,54,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8185496283472968,16.93566119247098,0.7
P2,4,1,14,55,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8179033463469026,16.84333519241467,0.7
P2,4,1,15,56,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8201489367240699,17.164133817724274,0.7
P2,4,1,16,57,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8153219407083614,16.474562958337348,0.7
P2,4,1,17,58,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8203860498354366,17.198007119348098,0.7
P2,4,1,18,59,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8170460659336761,16.72086656195374,0.7
P2,4,1,19,60,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8172048095012704,16.743544214467207,0.7
P2,4,1,20,61,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8134666924665819,16.209527495225988,0.7
P2,4,1,21,62,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8214443183189599,17.349188331279997,0.7
P2,4,1,22,63,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8146649772910043,16.38071104157205,0.7
P2,4,1,23,64,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8147262272240516,16.389461032007386,0.7
P2,4,1,24,65,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8205351203777345,17.21930291110493,0.7
P2,4,1,25,66,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8163420079913032,16.620286855900464,0.7
P2,4,1,26,67,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.819875469652475,17.125067093210728,0.7
P2,4,1,27,68,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8228273208537061,17.546760121958027,0.7
P2,4,1,28,69,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8230395264891212,17.577075212731604,0.7
P2,4,1,29,70,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8184821081749392,16.926015453562744,0.7
P2,4,1,30,71,0.5050245465765446,0.9155417527999328,nonlinear,365,100,0.7,0.8162346694963727,16.604952785196105,0.7
P3,3,2,1,42,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.808316035019298,15.473719288471157,0.7
P3,3,2,2,43,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.808159150546383,15.451307220911861,0.7
P3,3,2,3,44,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8101326736849469,15.733239097849566,0.7
P3,3,2,4,45,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.809734571730372,15.67636739005315,0.7
P3,3,2,5,46,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8116387663451972,15.94839519217103,0.7
P3,3,2,6,47,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8113845412182594,15.91207731689421,0.7
P3,3,2,7,48,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8091457070356918,15.59224386224169,0.7
P3,3,2,8,49,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.811314930093795,15.902132870542147,0.7
P3,3,2,9,50,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8075040477270232,15.357721103860467,0.7
P3,3,2,10,51,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8090039491158513,15.571992730835904,0.7
P3,3,2,11,52,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8119832810286716,15.997611575524518,0.7
P3,3,2,12,53,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8113289610121611,15.904137287451597,0.7
P3,3,2,13,54,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.811359663558312,15.908523365473155,0.7
P3,3,2,14,55,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8104383186748318,15.776902667833129,0.7
P3,3,2,15,56,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8124612982227621,16.065899746108887,0.7
P3,3,2,16,57,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8084738045522618,15.496257793180265,0.7
P3,3,2,17,58,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.812363704812506,16.051957830358006,0.7
P3,3,2,18,59,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8100850436291672,15.726434804166752,0.7
P3,3,2,19,60,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8097857113853028,15.683673055043258,0.7
P3,3,2,20,61,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8065128425891762,15.216120369882324,0.7
P3,3,2,21,62,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8150380152617639,16.43400218025199,0.7
P3,3,2,22,63,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8078826489009447,15.411806985849255,0.7
P3,3,2,23,64,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8067317669783476,15.24739528262109,0.7
P3,3,2,24,65,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.812753312704988,16.107616100712573,0.7
P3,3,2,25,66,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8098941005056867,15.699157215098102,0.7
P3,3,2,26,67,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8126181078491733,16.088301121310483,0.7
P3,3,2,27,68,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8152391736280054,16.462739089715058,0.7
P3,3,2,28,69,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8153404318137852,16.47720454482647,0.7
P3,3,2,29,70,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8119578444788293,15.993977782689914,0.7
P3,3,2,30,71,0.7094886146797341,0.8196773353931868,nonlinear,365,100,0.7,0.8083705804383666,15.48151149119524,0.7
P4,2,3,1,42,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.7,0.7932428917052643,13.320413100752049,0.7
P4,2,3,2,43,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.7,0.7923341714527034,13.19059592181477,0.7
P4,2,3,3,44,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.7,0.7949902121231717,13.570030303310245,0.7
P4,2,3,4,45,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.7,0.794096674380447,13.442382054349572,0.7
P4,2,3,5,46,0.8465449782232979,0.7059644256269408,nonlinear,365,100,0.7,0.7965050199446686,13.78643142066695,0.7
